student_ID,student_name,department_ID,self_introduction
B09307036,解鈞能,3070,我的性別認同是一架攻擊直升機
B11902024,邱思軒,9020,原來你也玩原神啊
R08121039,吳少達,1210,幹你娘的腦洞破老鼠又忘記帶卡
B10604003,陳芃晴,6040,朱大哥還活著
B10701204,江昌筠,7010,沒有父母願意花二十年養一個長髮男
T11307039,王胤宇,3070,朱大哥還活著
R11225039,田雋泰,2250,幹你娘的腦洞破老鼠又忘記帶卡
B09104025,張閔任,1040,叫Gary的男生都很帥 但無一例外都是🈸==
B11702029,廖晧君,7020,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B08A02824,黃揚祐,A020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B08613045,劉子昱,6130,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
F07442151,施雅綺,4420,原來你也玩原神啊
B11207039,田雋嘉,2070,浴室裡沒有人 水是我開的
B09401168,李宇宇,4010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11942824,陳庠怡,9420,你好，我是甲
B09504017,沈珈鈞,5040,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B10602302,鍾翔燁,6020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11H07020,莊景亦,H070,我的性別認同是一架攻擊直升機
T11302091,高姿諠,3020,我的性別認同是一架攻擊直升機
B11405003,簡言儒,4050,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R10522039,蘇軒恆,5220,沒有父母願意花二十年養一個長髮男
B10707023,黃凱筌,7070,原來你也玩原神啊
B11312033,森天翰,3120,叫Gary的男生都很帥 但無一例外都是🈸==
R10523116,蘇軒賢,5230,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08703040,王能賢,7030,我的性別認同是一架攻擊直升機
B10406035,陳柏庭,4060,叫Gary的男生都很帥 但無一例外都是🈸==
B10202025,蔡秉宏,2020,叫Gary的男生都很帥 但無一例外都是🈸==
R11744015,徐華揚,7440,叫Gary的男生都很帥 但無一例外都是🈸==
B11208006,謝瑞妏,2080,朱大哥還活著
R11A29015,陳秉懌,A290,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10205015,楊沛聯,2050,怎麼又是這個狼尾檳榔嘴
B10601102,胡宇翔,6010,沒有父母願意花二十年養一個長髮男
B11704026,黃學霆,7040,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B09401111,陳愷晨,4010,朱大哥還活著
R11747057,蔡雨憲,7470,原來你也玩原神啊
R11622109,謝沅宜,6220,我的性別認同是一架攻擊直升機
B11301082,宋玟昀,3010,沒有父母願意花二十年養一個長髮男
B09A03065,徐丞樺,A030,幹你娘的腦洞破老鼠又忘記帶卡
B10702005,洪偉筠,7020,你好，我是甲
R11A22028,周郁陞,A220,幹你娘的腦洞破老鼠又忘記帶卡
B09905026,簡佑竹,9050,原來你也玩原神啊
B10804017,黃凱昕,8040,朱大哥還活著
B09902025,蔡東辰,9020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B10401039,林家嘉,4010,我的性別認同是一架攻擊直升機
R11947039,謝謹燁,9470,浴室裡沒有人 水是我開的
B09507020,李宇婷,5070,朱大哥還活著
T11303049,王厚剛,3030,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11949007,潘楷蓁,9490,浴室裡沒有人 水是我開的
B11101070,蔡柏劭,1010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11612039,張禾安,6120,我的性別認同是一架攻擊直升機
B09501017,宋家萍,5010,沒有父母願意花二十年養一個長髮男
R11644035,謝秉文,6440,浴室裡沒有人 水是我開的
B10802010,李有葳,8020,沒有父母願意花二十年養一個長髮男
B09302019,張鈺妤,3020,幹你娘的腦洞破老鼠又忘記帶卡
D05948053,周郁羽,9480,叫Gary的男生都很帥 但無一例外都是🈸==
B10A01102,羅心潔,A010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11A22001,蔡知融,A220,朱大哥還活著
B11618015,謝涴文,6180,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11201168,謝唯琳,2010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11612106,林雨儒,6120,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09601006,陳孟彥,6010,叫Gary的男生都很帥 但無一例外都是🈸==
B09303020,黃蔓翰,3030,沒有父母願意花二十年養一個長髮男
B11703036,莊詠倫,7030,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11611003,蔡祐同,6110,浴室裡沒有人 水是我開的
F08921004,蔡育翰,9210,我的性別認同是一架攻擊直升機
B10102011,吳旭諠,1020,你好，我是甲
B10205004,宋家劭,2050,浴室裡沒有人 水是我開的
B11207039,張舒祐,2070,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
F09441042,蔡柏緯,4410,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09103042,蔡育安,1030,我的性別認同是一架攻擊直升機
R10621168,黃聖奐,6210,沒有父母願意花二十年養一個長髮男
B10206023,鮑佑諭,2060,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10A02170,柯沛淳,A020,怎麼又是這個狼尾檳榔嘴
B09505004,林楷賢,5050,怎麼又是這個狼尾檳榔嘴
B11905036,林立仁,9050,幹你娘的腦洞破老鼠又忘記帶卡
R09623039,李品婕,6230,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11401037,范國寬,4010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
D01942009,劉子佳,9420,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10703026,陳允蓉,7030,沒有父母願意花二十年養一個長髮男
B10103026,張閔佑,1030,朱大哥還活著
B08A02025,陳孟彥,A020,你好，我是甲
R10447044,高姿文,4470,浴室裡沒有人 水是我開的
R10942033,林建豪,9420,幹你娘的腦洞破老鼠又忘記帶卡
B10706033,解鈞昕,7060,怎麼又是這個狼尾檳榔嘴
B11702043,陳昱昀,7020,朱大哥還活著
B08302824,蔡睿均,3020,原來你也玩原神啊
B10702004,施雅揚,7020,幹你娘的腦洞破老鼠又忘記帶卡
B09903116,吳懿祺,9030,我的性別認同是一架攻擊直升機
B09301043,顏宏逸,3010,浴室裡沒有人 水是我開的
B09402084,邱亦樺,4020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09501003,鄭盛諭,5010,我的性別認同是一架攻擊直升機
B11702010,洪偉華,7020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11401108,蔡知舜,4010,叫Gary的男生都很帥 但無一例外都是🈸==
B11201204,廖晧懌,2010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10401049,楊沛磊,4010,你好，我是甲
B10308003,李岷翔,3080,幹你娘的腦洞破老鼠又忘記帶卡
B09301259,陳文瀚,3010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11251168,張閔誠,2510,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10402159,邱健賢,4020,幹你娘的腦洞破老鼠又忘記帶卡
B11201056,林雨茹,2010,原來你也玩原神啊
B09A04004,王駿萍,A040,沒有父母願意花二十年養一個長髮男
B11702002,呂嘉堯,7020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11617039,李宇慷,6170,你好，我是甲
B08803082,賴奭辰,8030,你好，我是甲
B09901011,劉嘉瑋,9010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09901079,陳妤銘,9010,幹你娘的腦洞破老鼠又忘記帶卡
R10221011,袁詠塘,2210,原來你也玩原神啊
B08201141,蘇軒凱,2010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11101053,蔡睿寬,1010,原來你也玩原神啊
B11402119,林晏翔,4020,你好，我是甲
B10301091,王亮諠,3010,怎麼又是這個狼尾檳榔嘴
B11600015,蘇瑞儀,6000,叫Gary的男生都很帥 但無一例外都是🈸==
B08202037,林志亞,2020,朱大哥還活著
B11501015,陳奕駿,5010,沒有父母願意花二十年養一個長髮男
B09901039,王偉皓,9010,沒有父母願意花二十年養一個長髮男
B09A04026,林建剛,A040,原來你也玩原神啊
B10A01011,張鈺仲,A010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B08302010,莊景怡,3020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
F07440015,謝涴蓨,4400,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11701001,劉邦翔,7010,朱大哥還活著
B09614012,陳昱嘉,6140,原來你也玩原神啊
B11201070,洪偉誠,2010,我的性別認同是一架攻擊直升機
B11611102,陳靖傅,6110,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08502115,王思証,5020,浴室裡沒有人 水是我開的
R10448015,蔡僑佑,4480,怎麼又是這個狼尾檳榔嘴
B08207044,鮑佑宇,2070,浴室裡沒有人 水是我開的
B09901039,高子諺,9010,幹你娘的腦洞破老鼠又忘記帶卡
F08524070,林彥証,5240,浴室裡沒有人 水是我開的
B08201072,呂嘉倢,2010,叫Gary的男生都很帥 但無一例外都是🈸==
B11901240,陳靖祺,9010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R10526033,柯沛茹,5260,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10407036,蔡僑文,4070,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10603152,黃康胤,6030,朱大哥還活著
B10202125,張仲豫,2020,怎麼又是這個狼尾檳榔嘴
B10701056,高子怡,7010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B10505004,陳柏祺,5050,我的性別認同是一架攻擊直升機
R10B44017,徐偉毅,B440,幹你娘的腦洞破老鼠又忘記帶卡
R09B26020,王淳宸,B260,叫Gary的男生都很帥 但無一例外都是🈸==
B10307033,張以彥,3070,怎麼又是這個狼尾檳榔嘴
D09B49015,李文桐,B490,原來你也玩原神啊
B07203008,謝子瑋,2030,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11802070,黃品聿,8020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B08702056,陳予廷,7020,你好，我是甲
B10401240,李聿璇,4010,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11603049,施柏庭,6030,原來你也玩原神啊
B11208056,莊詠延,2080,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11403042,張閔鈞,4030,浴室裡沒有人 水是我開的
R11123044,吳綺彥,1230,你好，我是甲
R07228312,宋雨宇,2280,怎麼又是這個狼尾檳榔嘴
B08708015,徐偉平,7080,幹你娘的腦洞破老鼠又忘記帶卡
B09500016,戴源凱,5000,怎麼又是這個狼尾檳榔嘴
B10402011,張定馨,4020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11508023,張家芳,5080,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11206044,胡凱賢,2060,沒有父母願意花二十年養一個長髮男
R11251309,謝秉儒,2510,幹你娘的腦洞破老鼠又忘記帶卡
B11701150,陳品廷,7010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B08903022,許家安,9030,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R10141043,林荷勳,1410,幹你娘的腦洞破老鼠又忘記帶卡
B11701024,顏宏利,7010,幹你娘的腦洞破老鼠又忘記帶卡
R11H47039,陳品諠,H470,幹你娘的腦洞破老鼠又忘記帶卡
B10505024,張禾能,5050,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10401014,陳虹瀚,4010,原來你也玩原神啊
B11618003,吳尚宇,6180,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10602142,宋沛恩,6020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B10202037,簡愉陞,2020,幹你娘的腦洞破老鼠又忘記帶卡
B11102119,吳宜倢,1020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R11943036,蔡僑誠,9430,浴室裡沒有人 水是我開的
B09401204,陳忠婷,4010,沒有父母願意花二十年養一個長髮男
B08201024,陳逸菱,2010,朱大哥還活著
B10202127,黃凱諭,2020,我的性別認同是一架攻擊直升機
B10201024,賴可婷,2010,原來你也玩原神啊
B09405060,楊育辰,4050,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
R11643022,陳福華,6430,朱大哥還活著
B11503142,鄭盛萍,5030,你好，我是甲
B10609019,羅尹暄,6090,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10705036,許權塘,7050,叫Gary的男生都很帥 但無一例外都是🈸==
B10401259,吳宗安,4010,你好，我是甲
B11701212,邱茂任,7010,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B08901808,吳名廷,9010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11707210,鄭宇皓,7070,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R11127039,范濬辰,1270,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B09604035,蔡承丞,6040,沒有父母願意花二十年養一個長髮男
R10523028,王泓融,5230,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11502125,鮑佑慈,5020,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11225003,黃柏旻,2250,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
F08923038,王偉瑜,9230,你好，我是甲
B10A02083,陳昭廷,A020,幹你娘的腦洞破老鼠又忘記帶卡
B11405014,陳福宇,4050,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R11524026,杜仁閎,5240,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10701143,謝子彥,7010,幹你娘的腦洞破老鼠又忘記帶卡
R11224004,張以晨,2240,怎麼又是這個狼尾檳榔嘴
B11403012,吳瑋晴,4030,叫Gary的男生都很帥 但無一例外都是🈸==
B10A02010,徐華陽,A020,浴室裡沒有人 水是我開的
B07A01309,張容翔,A010,叫Gary的男生都很帥 但無一例外都是🈸==
R09941101,楊沛文,9410,幹你娘的腦洞破老鼠又忘記帶卡
R11259026,林筱昕,2590,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B09301231,鄭盛丞,3010,沒有父母願意花二十年養一個長髮男
R10648003,劉子佑,6480,叫Gary的男生都很帥 但無一例外都是🈸==
B10702101,陳虹嶔,7020,你好，我是甲
B07A01011,鄭皓文,A010,朱大哥還活著
B11312102,黃聖廷,3120,朱大哥還活著
B09501239,宋和婷,5010,我的性別認同是一架攻擊直升機
B08601012,張舒萱,6010,原來你也玩原神啊
D03944011,陳思呈,9440,朱大哥還活著
B08703077,謝秉翰,7030,原來你也玩原神啊
R11642024,謝沅陞,6420,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B08306023,吳名文,3060,你好，我是甲
B11404070,林城聯,4040,浴室裡沒有人 水是我開的
B08614011,陳思珊,6140,叫Gary的男生都很帥 但無一例外都是🈸==
R11H43044,蘇軒桐,H430,怎麼又是這個狼尾檳榔嘴
B10403009,王厚宇,4030,怎麼又是這個狼尾檳榔嘴
B11102039,吳宜仲,1020,原來你也玩原神啊
R10548037,蔡睿軒,5480,怎麼又是這個狼尾檳榔嘴
B11705017,宋佳衡,7050,朱大哥還活著
R10548037,張子劭,5480,你好，我是甲
B10405004,范濬華,4050,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10300047,白立均,3000,你好，我是甲
B09502043,呂嘉平,5020,幹你娘的腦洞破老鼠又忘記帶卡
B11H05026,詹侑亞,H050,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11704119,蔡東紹,7040,你好，我是甲
B09302056,許庭逸,3020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09908023,翁宏仁,9080,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09A04049,宋玟祥,A040,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09101056,黃凱琳,1010,沒有父母願意花二十年養一個長髮男
R11252106,廖顏任,2520,沒有父母願意花二十年養一個長髮男
B11101061,鄭皓碩,1010,我的性別認同是一架攻擊直升機
B11603032,謝唯彥,6030,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B09509015,陳妤任,5090,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10202022,顧寬辰,2020,幹你娘的腦洞破老鼠又忘記帶卡
B10504047,蔡知仲,5040,浴室裡沒有人 水是我開的
B10A03042,林容佑,A030,朱大哥還活著
B12111259,蔡柏安,1110,沒有父母願意花二十年養一個長髮男
B10703049,陳煜瑾,7030,你好，我是甲
R10941140,莊詠皓,9410,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B10201098,張閔任,2010,浴室裡沒有人 水是我開的
B11402039,宋雨筌,4020,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11208032,李岳穎,2080,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
R10725055,王偉仁,7250,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11501808,王以芝,5010,你好，我是甲
B09403044,鄭皓祺,4030,沒有父母願意花二十年養一個長髮男
R10641010,李文慈,6410,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09505036,林靖辰,5050,叫Gary的男生都很帥 但無一例外都是🈸==
B10201045,黃凱帆,2010,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B11605014,劉邦豪,6050,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B08317039,簡言慷,3170,原來你也玩原神啊
B11311016,張定瀚,3110,我的性別認同是一架攻擊直升機
B09602025,陳妤庭,6020,原來你也玩原神啊
B07A02102,簡愉舜,A020,叫Gary的男生都很帥 但無一例外都是🈸==
B11102016,林雨仁,1020,沒有父母願意花二十年養一個長髮男
B10604070,高凡濬,6040,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B09701026,范懷謙,7010,浴室裡沒有人 水是我開的
R10548025,羅子甄,5480,叫Gary的男生都很帥 但無一例外都是🈸==
R11621207,森天晴,6210,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
R09622043,陳孟宇,6220,我的性別認同是一架攻擊直升機
B09613040,范懷彥,6130,我的性別認同是一架攻擊直升機
R09627021,鍾奕叡,6270,幹你娘的腦洞破老鼠又忘記帶卡
F07448053,朱呈宏,4480,朱大哥還活著
R11921026,林城帆,9210,我的性別認同是一架攻擊直升機
B10A05005,劉宣翔,A050,叫Gary的男生都很帥 但無一例外都是🈸==
B10601259,陳孝勛,6010,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10201013,王力綺,2010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11H02037,王思岑,H020,怎麼又是這個狼尾檳榔嘴
B09402824,呂嘉亞,4020,沒有父母願意花二十年養一個長髮男
B09A02022,簡瑋祐,A020,叫Gary的男生都很帥 但無一例外都是🈸==
R11252217,徐華宏,2520,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B12111066,游雅憲,1110,原來你也玩原神啊
B09A03044,舒曉澄,A030,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B10201240,郭家晨,2010,浴室裡沒有人 水是我開的
B08802160,莊棋秀,8020,你好，我是甲
B10102083,范國叡,1020,幹你娘的腦洞破老鼠又忘記帶卡
B11802102,施柏泰,8020,叫Gary的男生都很帥 但無一例外都是🈸==
R11623045,黃揚均,6230,你好，我是甲
B09A01056,李惟晴,A010,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B11403082,宋凱菱,4030,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
B09901037,徐郁澄,9010,朱大哥還活著
B11301046,黃文瓏,3010,叫Gary的男生都很帥 但無一例外都是🈸==
R11648003,許權倫,6480,朱大哥還活著
B10102036,羅子儀,1020,我的性別認同是一架攻擊直升機
B11402217,范懷諺,4020,退gay圈了，不好意思，喝中药调理好了，青春仿佛是个梦梦醒了也该谢幕了，最近喜欢上了一个女孩子，列表里的男的都找我互删，我要做回直男，好好生活。
R10A25020,陳煜萱,A250,叫Gary的男生都很帥 但無一例外都是🈸==
R11646044,陳威穎,6460,原來你也玩原神啊
B10604016,劉邦棠,6040,他媽的這遊戲根本就不平衡 先攻的人永遠離星星近 然後又能偷別人錢
B11400011,陳皓婷,4000,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B09202638,崇瑀佑,2020,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B11204204,郭家輝,2040,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
R11941204,陳孟亞,9410,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
B09602142,黃以嘉,6020,我的性別認同是一架攻擊直升機
R11222039,吳瑋宸,2220,叫Gary的男生都很帥 但無一例外都是🈸==
R11222102,吳佳翰,2220,怎麼又是這個狼尾檳榔嘴
D01942125,陳柏容,9420,我的性別認同是一架攻擊直升機
B08611152,施雅中,6110,叫Gary的男生都很帥 但無一例外都是🈸==
B09502102,陳士軒,5020,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
R11A23082,施柏珊,A230,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B06402013,張承塘,4020,原來你也玩原神啊
B09A07054,宋和嘉,A070,叫Gary的男生都很帥 但無一例外都是🈸==
B11602004,黃學傅,6020,嗚嗚嗚拜託不要當我好不好🥺 我都有去上課欸😭😭期中我已經唸的很認真了😢😢差這一門課就可以畢業了🥺🥺我會好好認真讀書😭不要當我好嗎😭😭🙏🙏嗚嗚嗚
B10A01240,謝秉磊,A010,沒有父母願意花二十年養一個長髮男
B11612102,詹侑翔,6120,原來你也玩原神啊
B10901057,郭佳軒,9010,你好，我是甲
B10201150,謝唯嶔,2010,沒有父母願意花二十年養一個長髮男
B11402039,吳旻駿,4020,你好，我是甲
B11201092,雷騰涵,2010,幹你娘的腦洞破老鼠又忘記帶卡
R11945026,吳佳叡,9450,古馳幫派，古馳幫派，古馳幫派(古馳幫派)
B11205007,吳少儒,2050,你沒有要和我去新北耶誕城嗎好啊沒關係啊我沒差啊我就不重要啊你繼續找理由啊
